trace_id,span_id,parent_span_id,service,operation,start_ns,duration_ns,status_code,attributes_json
c21a8b2e30902db0,a3fe937ae3b0098b,,api-gateway,checkout,2256727813,128287223,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
c21a8b2e30902db0,0fd4ee9cab576dc9,a3fe937ae3b0098b,order-service,process_order,2259893198,121374849,200,"{""retry_count"": 0}"
c21a8b2e30902db0,3d185a411898f4ab,0fd4ee9cab576dc9,recommendation-service,get_recommendations,2264682392,31707624,200,"{""retry_count"": 0}"
c21a8b2e30902db0,de1f9e9f5c32e101,0fd4ee9cab576dc9,payment-service,charge_payment,2266258420,27137009,200,"{""retry_count"": 0}"
c21a8b2e30902db0,fee80bd1f69f9d99,0fd4ee9cab576dc9,inventory-service,check_inventory,2266959266,110380215,200,"{""retry_count"": 0}"
e748a8e7333b6ab9,54ac18f4c3ccb8e6,,user-service,get_profile,2267150333,22812616,200,"{""retry_count"": 0}"
c21a8b2e30902db0,47dbd424a88f3b0d,fee80bd1f69f9d99,product-service,get_product_details,2269293834,7061291,500,"{""retry_count"": 0}"
c21a8b2e30902db0,736ee6cd28d79f5d,fee80bd1f69f9d99,database-service,inventory_lookup,2276355125,98485788,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
1e76df1239f4273c,37e9022d449420d3,,notification-service,send_email,2985481763,31339913,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,5b9bf7b5b9d92c7b,,api-gateway,checkout,4753012398,126380674,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
d93c8ae9ab8c2aae,19e799438bf787dd,5b9bf7b5b9d92c7b,order-service,process_order,4755930843,120899607,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,79a2471b67b5f0c4,19e799438bf787dd,inventory-service,check_inventory,4761492473,111007736,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,fb64792c55851ec7,19e799438bf787dd,payment-service,charge_payment,4762488846,53798523,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,e7895c78a2e4a914,19e799438bf787dd,recommendation-service,get_recommendations,4762966968,20925826,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,bf50fc11cd46c3d1,79a2471b67b5f0c4,product-service,get_product_details,4765209074,23672700,200,"{""retry_count"": 0}"
d93c8ae9ab8c2aae,5607cdc678d398e6,79a2471b67b5f0c4,database-service,inventory_lookup,4787409159,82949693,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
8dcc8c313a69e6fd,2bbcdb16f99a4c4b,,notification-service,send_email,4967989215,48253358,200,"{""retry_count"": 0}"
82bd9bddf900aad5,4f1930c32f23a929,,user-service,get_profile,5621434101,8874125,200,"{""retry_count"": 0}"
5e79d3ea28d363df,134476c6ce09942c,,user-service,get_profile,8430650744,10255741,200,"{""retry_count"": 0}"
fc18859cae12f182,8f4d0aed7b555a89,,api-gateway,checkout,8845111641,144796329,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
fc18859cae12f182,fd622ac846fae410,8f4d0aed7b555a89,order-service,process_order,8848475537,138746454,200,"{""retry_count"": 0}"
fc18859cae12f182,373cb393565ddcfa,fd622ac846fae410,payment-service,charge_payment,8855661231,39656624,200,"{""retry_count"": 0}"
fc18859cae12f182,3759b409803e8319,fd622ac846fae410,inventory-service,check_inventory,8856290547,126902997,200,"{""retry_count"": 0}"
fc18859cae12f182,445290a41df5947b,fd622ac846fae410,recommendation-service,get_recommendations,8856405822,25406375,200,"{""retry_count"": 0}"
fc18859cae12f182,bc1f8a942c5e6b12,3759b409803e8319,product-service,get_product_details,8858703513,8760827,500,"{""retry_count"": 0}"
fc18859cae12f182,5674f0007c67a704,3759b409803e8319,database-service,inventory_lookup,8867464340,113188331,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
5d9a6221deb7f52c,f897604386b1ef26,,shipping-service,estimate_shipping,9567799958,14197713,200,"{""retry_count"": 0}"
88fc24e0b12092cb,469eb947ea3b4df8,,auth-service,verify_token,10114466476,8464629,200,"{""retry_count"": 0}"
cff6fbb95f042149,370a78be66400718,,user-service,get_profile,12136759625,13482305,200,"{""retry_count"": 0}"
8baa946338a23bfb,26190e021c30a33d,,user-service,get_profile,12606771322,26848529,200,"{""retry_count"": 0}"
6115108f2b2e35c5,e607368146ce7683,,user-service,get_profile,12754759198,21242251,200,"{""retry_count"": 0}"
5a880ff2fdb7c024,985fe9df46ce0155,,notification-service,send_email,13117189671,24792342,200,"{""retry_count"": 0}"
e6c47268d09dc769,5c67f66cd52a1b7f,,api-gateway,checkout,13184765996,99775149,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
e6c47268d09dc769,7929a1dc5549a482,5c67f66cd52a1b7f,order-service,process_order,13188302771,94191193,200,"{""retry_count"": 0}"
e6c47268d09dc769,7fb36f8dcca24062,7929a1dc5549a482,recommendation-service,get_recommendations,13193261119,17103657,200,"{""retry_count"": 0}"
e6c47268d09dc769,051663fbaa54d6b8,7929a1dc5549a482,inventory-service,check_inventory,13194139572,83380863,200,"{""retry_count"": 0}"
e6c47268d09dc769,d066aea937b89476,7929a1dc5549a482,payment-service,charge_payment,13195102588,57863229,200,"{""retry_count"": 0}"
e6c47268d09dc769,dfb40b5a825f5cb6,051663fbaa54d6b8,product-service,get_product_details,13196810342,37986256,200,"{""retry_count"": 0}"
e6c47268d09dc769,157dd752722f8666,051663fbaa54d6b8,database-service,inventory_lookup,13234796598,40145606,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
36851c4af70909f4,879a0e4de5c8a713,,api-gateway,checkout,13575967615,132447875,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
36851c4af70909f4,1161f4c760753d05,879a0e4de5c8a713,order-service,process_order,13578382825,126348232,200,"{""retry_count"": 0}"
36851c4af70909f4,63aff0002487be1b,1161f4c760753d05,inventory-service,check_inventory,13586793149,113530721,200,"{""retry_count"": 0}"
36851c4af70909f4,c512457fa9d92c9d,1161f4c760753d05,recommendation-service,get_recommendations,13587134135,33152660,200,"{""retry_count"": 0}"
36851c4af70909f4,ff113e3280b7fe85,1161f4c760753d05,payment-service,charge_payment,13587309093,47112223,200,"{""retry_count"": 0}"
36851c4af70909f4,62f5838d4e7e19c5,63aff0002487be1b,product-service,get_product_details,13590093754,20502754,200,"{""retry_count"": 0}"
36851c4af70909f4,389dd824b571aeeb,63aff0002487be1b,database-service,inventory_lookup,13610596508,87002650,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
525ae9443459dcbc,bdc6681262ecf8c8,,cart-service,get_cart,13934056727,10809505,200,"{""retry_count"": 0}"
d7d130f3f9725cee,ab215496a7da427f,,api-gateway,checkout,14572284082,97117810,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
d7d130f3f9725cee,564fe5bdf8adf01b,ab215496a7da427f,order-service,process_order,14575037749,91302832,200,"{""retry_count"": 0}"
d7d130f3f9725cee,afece19704f83994,564fe5bdf8adf01b,inventory-service,check_inventory,14582219304,80863586,200,"{""retry_count"": 0}"
d7d130f3f9725cee,a04070ca9e1b75e2,564fe5bdf8adf01b,recommendation-service,get_recommendations,14583045003,25207633,200,"{""retry_count"": 0}"
d7d130f3f9725cee,ee3ee5d12d834974,564fe5bdf8adf01b,payment-service,charge_payment,14583710063,46506073,200,"{""retry_count"": 0}"
d7d130f3f9725cee,c261098b8132b2bf,afece19704f83994,product-service,get_product_details,14584735992,13859141,200,"{""retry_count"": 0}"
d7d130f3f9725cee,d4368f03a5b628f5,afece19704f83994,database-service,inventory_lookup,14598595133,61634971,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
9fb20f235e147d2e,a5d992a39662e9bd,,api-gateway,checkout,15249048525,101274789,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
9fb20f235e147d2e,0849afbcd65d44c8,a5d992a39662e9bd,order-service,process_order,15252289664,95372177,200,"{""retry_count"": 0}"
9fb20f235e147d2e,c28a737b4f5c2187,0849afbcd65d44c8,payment-service,charge_payment,15258031761,50534247,200,"{""retry_count"": 0}"
9fb20f235e147d2e,49ae5f3b44a576b8,0849afbcd65d44c8,inventory-service,check_inventory,15258952478,84785700,200,"{""retry_count"": 0}"
9fb20f235e147d2e,29a27cf08cca6116,0849afbcd65d44c8,recommendation-service,get_recommendations,15258959996,33664867,200,"{""retry_count"": 0}"
9fb20f235e147d2e,034c5d83923e3fdc,49ae5f3b44a576b8,product-service,get_product_details,15262238536,10379781,200,"{""retry_count"": 0}"
9fb20f235e147d2e,ad10092b4b33eb5a,49ae5f3b44a576b8,database-service,inventory_lookup,15272618317,68570594,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
72175bd0fc86fbc0,feeb862b651cc935,,api-gateway,checkout,15765538069,130371947,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
72175bd0fc86fbc0,77e0c1f92c737055,feeb862b651cc935,order-service,process_order,15768463829,124170315,200,"{""retry_count"": 0}"
72175bd0fc86fbc0,f582ec84453c75d6,77e0c1f92c737055,inventory-service,check_inventory,15774157347,114649755,200,"{""retry_count"": 0}"
72175bd0fc86fbc0,3472a6ae4d499289,77e0c1f92c737055,recommendation-service,get_recommendations,15775197831,26645766,200,"{""retry_count"": 0}"
72175bd0fc86fbc0,877404964cc07c9c,77e0c1f92c737055,payment-service,charge_payment,15775583210,71485973,200,"{""retry_count"": 0}"
72175bd0fc86fbc0,55067860a5e08d4d,f582ec84453c75d6,product-service,get_product_details,15776649728,27135139,200,"{""retry_count"": 0}"
72175bd0fc86fbc0,9b40b48f86f1f54f,f582ec84453c75d6,database-service,inventory_lookup,15803784867,82994712,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
4ee8e4c5835864a8,610b12057caf2fcf,,auth-service,verify_token,16477844792,6947241,200,"{""retry_count"": 0}"
20c3f757e9377346,519f04d263ac6a67,,notification-service,send_email,16492033906,33943043,200,"{""retry_count"": 0}"
9c49391b47019335,c2b8ac5871a56fc6,,auth-service,verify_token,17421489091,8904577,200,"{""retry_count"": 0}"
7250c4261ae6423f,a68f02ed52bc18b3,,shipping-service,estimate_shipping,17591153404,27406071,200,"{""retry_count"": 0}"
cbbad59ffaeea997,e413a9932baa6623,,notification-service,send_email,20384497401,38665071,200,"{""retry_count"": 0}"
abbabeff6d17e1fd,94e70aebb5e0cb6f,,shipping-service,estimate_shipping,20680612935,24911403,200,"{""retry_count"": 0}"
57a6fe907d279401,c71551c4b841cf06,,user-service,get_profile,21102851436,15789069,200,"{""retry_count"": 0}"
78ef0529fbd2b956,2be2274a30688358,,api-gateway,checkout,23140104321,172386014,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
78ef0529fbd2b956,943d97790b1863ad,2be2274a30688358,order-service,process_order,23142925047,167496469,200,"{""retry_count"": 0}"
78ef0529fbd2b956,d4f57ece491110d6,943d97790b1863ad,inventory-service,check_inventory,23150609243,155930339,200,"{""retry_count"": 0}"
78ef0529fbd2b956,959637fa7875adcc,943d97790b1863ad,payment-service,charge_payment,23150663851,52016973,200,"{""retry_count"": 0}"
78ef0529fbd2b956,0ac6f28ab64e905f,943d97790b1863ad,recommendation-service,get_recommendations,23151572194,35330612,200,"{""retry_count"": 0}"
78ef0529fbd2b956,64ee0a8a6b4fefe2,d4f57ece491110d6,product-service,get_product_details,23153590943,23990163,200,"{""retry_count"": 0}"
78ef0529fbd2b956,41cba50f9ac1c7cf,d4f57ece491110d6,database-service,inventory_lookup,23177581106,126810182,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
e42e53c7c01ed26d,a20d9412fa9e12fc,,notification-service,send_email,23784802449,21331002,200,"{""retry_count"": 0}"
671faaace0f0c726,4e7f5e6b3c9eae27,,notification-service,send_email,23887444565,23675495,200,"{""retry_count"": 0}"
c2989d7c67084dc1,9799d1c181de9969,,cart-service,get_cart,24027276163,11768898,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,31ff76700f9ecf1c,,api-gateway,checkout,24183558973,110614230,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
c8c72eb6b41649aa,0665754cf1852ecc,31ff76700f9ecf1c,order-service,process_order,24186570534,104740892,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,478cf0cbabcc28cf,0665754cf1852ecc,payment-service,charge_payment,24191161342,80882281,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,3da498db025db9e3,0665754cf1852ecc,inventory-service,check_inventory,24192585844,95667085,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,019bcd9ed7962f93,0665754cf1852ecc,recommendation-service,get_recommendations,24192980167,27325090,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,3abe60961a509464,3da498db025db9e3,product-service,get_product_details,24196493886,16235998,200,"{""retry_count"": 0}"
c8c72eb6b41649aa,4f5aaf5867139980,3da498db025db9e3,database-service,inventory_lookup,24212729884,72847001,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
18628ee94e6254c2,1bf0dc52a336ff54,,cart-service,get_cart,24664991305,12530328,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,d89343b710ba55c1,,api-gateway,checkout,24732497471,75001672,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
82ce1d8d22086f8e,9e904957fe42f892,d89343b710ba55c1,order-service,process_order,24736196064,68254169,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,dbb96ad10c161526,9e904957fe42f892,inventory-service,check_inventory,24742048418,58501431,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,0aa6aced5476a046,9e904957fe42f892,recommendation-service,get_recommendations,24742108226,24178964,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,3481d7f505a07ceb,9e904957fe42f892,payment-service,charge_payment,24743263899,39521891,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,83db1e98296432d7,dbb96ad10c161526,product-service,get_product_details,24745354635,16666322,200,"{""retry_count"": 0}"
82ce1d8d22086f8e,9c74dab413b3c644,dbb96ad10c161526,database-service,inventory_lookup,24762020957,36519539,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
015e027085a022bb,1a9b7e22ad0bf9d4,,api-gateway,checkout,24835816056,133001032,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
015e027085a022bb,dbcb43a4aeb7e87f,1a9b7e22ad0bf9d4,order-service,process_order,24838731741,127688806,200,"{""retry_count"": 0}"
015e027085a022bb,7b8696abefbcc5e8,dbcb43a4aeb7e87f,recommendation-service,get_recommendations,24845336526,67140350,200,"{""retry_count"": 1}"
015e027085a022bb,14fe71f216fc5704,dbcb43a4aeb7e87f,payment-service,charge_payment,24845571450,37292686,200,"{""retry_count"": 0}"
015e027085a022bb,0b6c29808a695934,dbcb43a4aeb7e87f,inventory-service,check_inventory,24846738749,115133769,200,"{""retry_count"": 0}"
015e027085a022bb,52635184af78d52b,0b6c29808a695934,product-service,get_product_details,24849117454,18556313,200,"{""retry_count"": 0}"
015e027085a022bb,921703a47a234681,0b6c29808a695934,database-service,inventory_lookup,24867673767,91982546,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
644b04bd5898f68b,96f0a8bd4381282c,,api-gateway,checkout,25160872506,113082379,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
644b04bd5898f68b,d472f2a5f8fb5e7d,96f0a8bd4381282c,order-service,process_order,25164361209,106471091,200,"{""retry_count"": 0}"
644b04bd5898f68b,5645b1cd26a4aad4,d472f2a5f8fb5e7d,inventory-service,check_inventory,25169453548,97336928,200,"{""retry_count"": 0}"
644b04bd5898f68b,5674dee8360038fc,d472f2a5f8fb5e7d,payment-service,charge_payment,25170176698,43399850,200,"{""retry_count"": 0}"
644b04bd5898f68b,a299da8277de8d73,5645b1cd26a4aad4,product-service,get_product_details,25171828627,23195546,200,"{""retry_count"": 0}"
644b04bd5898f68b,d92c328205b62b72,d472f2a5f8fb5e7d,recommendation-service,get_recommendations,25172174815,5009127,500,"{""retry_count"": 0}"
644b04bd5898f68b,4405ccf8a3468ba1,5645b1cd26a4aad4,database-service,inventory_lookup,25195024173,69623619,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
46bf661b8cca7f06,7150db6ba35d1621,,auth-service,verify_token,25680843763,7239577,200,"{""retry_count"": 0}"
fd1077ca56a0fbb3,755e1bad83618638,,auth-service,verify_token,25937002456,6338691,200,"{""retry_count"": 0}"
b9e615debba7cafa,bd9ca639b353848b,,notification-service,send_email,27941944786,35835609,200,"{""retry_count"": 0}"
cde324d83fef0d91,0a0661568ed9a234,,api-gateway,checkout,28220871656,99184250,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
cde324d83fef0d91,965d6d14b1943c97,0a0661568ed9a234,order-service,process_order,28223805608,92315838,200,"{""retry_count"": 0}"
cde324d83fef0d91,2becfd4b936293b6,965d6d14b1943c97,payment-service,charge_payment,28228819480,49625896,200,"{""retry_count"": 0}"
cde324d83fef0d91,82f8b9c9cb4c6fd9,965d6d14b1943c97,inventory-service,check_inventory,28229050452,83317521,200,"{""retry_count"": 0}"
cde324d83fef0d91,4ac5318bbeccd5db,965d6d14b1943c97,recommendation-service,get_recommendations,28230295155,17153440,200,"{""retry_count"": 0}"
cde324d83fef0d91,4d0e3106fc84258d,82f8b9c9cb4c6fd9,product-service,get_product_details,28232796754,18794356,200,"{""retry_count"": 0}"
cde324d83fef0d91,6c2db708b0d81fde,82f8b9c9cb4c6fd9,database-service,inventory_lookup,28251591110,58089458,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
69694388b362eb17,4d20d329c7a89c18,,api-gateway,checkout,28948496622,66819553,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
69694388b362eb17,1dcc42c4873f36c3,4d20d329c7a89c18,order-service,process_order,28951694115,60067558,200,"{""retry_count"": 0}"
69694388b362eb17,cb9e1f9b295f5ce4,1dcc42c4873f36c3,payment-service,charge_payment,28958957269,40058046,200,"{""retry_count"": 0}"
69694388b362eb17,dcbe2ac3bdee3b2f,1dcc42c4873f36c3,inventory-service,check_inventory,28959469198,47944977,200,"{""retry_count"": 0}"
69694388b362eb17,f32719ef9626213c,1dcc42c4873f36c3,recommendation-service,get_recommendations,28960131287,24665070,200,"{""retry_count"": 0}"
69694388b362eb17,5e4751b062212a10,dcbe2ac3bdee3b2f,product-service,get_product_details,28962215294,28922492,200,"{""retry_count"": 0}"
69694388b362eb17,9ad9c7b366dbf960,dcbe2ac3bdee3b2f,database-service,inventory_lookup,28991137786,13304799,500,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
384cc304ee8d9f27,fb7d96766df2b1cf,,api-gateway,checkout,29712230841,105892258,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
384cc304ee8d9f27,cf8ce7bafabe025b,fb7d96766df2b1cf,order-service,process_order,29715315632,99262716,200,"{""retry_count"": 0}"
384cc304ee8d9f27,91e05800f9065093,cf8ce7bafabe025b,payment-service,charge_payment,29721142416,44363941,200,"{""retry_count"": 0}"
384cc304ee8d9f27,fd703ebcc29a184f,cf8ce7bafabe025b,recommendation-service,get_recommendations,29721824155,11741228,200,"{""retry_count"": 0}"
384cc304ee8d9f27,fb5937906ffdba8a,cf8ce7bafabe025b,inventory-service,check_inventory,29722404691,87757063,200,"{""retry_count"": 0}"
384cc304ee8d9f27,a53c895695fdfc1d,fb5937906ffdba8a,product-service,get_product_details,29724593531,28539071,200,"{""retry_count"": 0}"
384cc304ee8d9f27,a7aa87b2f6f82a8d,fb5937906ffdba8a,database-service,inventory_lookup,29753132602,54709748,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
7aae271f58961ed9,17d01f7ccddac547,,api-gateway,checkout,30121622557,134952564,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
7aae271f58961ed9,624df72e52902be8,17d01f7ccddac547,order-service,process_order,30124237006,128477806,200,"{""retry_count"": 0}"
7aae271f58961ed9,580fbf848ff19997,624df72e52902be8,recommendation-service,get_recommendations,30133344406,24574359,200,"{""retry_count"": 0}"
7aae271f58961ed9,80c95cd145603436,624df72e52902be8,inventory-service,check_inventory,30133433532,114771771,200,"{""retry_count"": 0}"
7aae271f58961ed9,605048a6e38ea24d,624df72e52902be8,payment-service,charge_payment,30133802662,57525418,200,"{""retry_count"": 0}"
7aae271f58961ed9,d71f3b4381ebbe7a,80c95cd145603436,product-service,get_product_details,30137240750,29800295,200,"{""retry_count"": 0}"
ea783a5f03dd904f,07814f8f0c9db306,,notification-service,send_email,30151114095,48193893,200,"{""retry_count"": 0}"
7aae271f58961ed9,fc15b7f6f8be90fe,80c95cd145603436,database-service,inventory_lookup,30167041045,79149219,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
910b4042f6e409de,40700bb9c46f153a,,api-gateway,checkout,31663342329,131883190,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
910b4042f6e409de,d9db57e2e38ea7fe,40700bb9c46f153a,order-service,process_order,31666456377,125303769,200,"{""retry_count"": 0}"
910b4042f6e409de,6d3692ca1e6ec4a8,d9db57e2e38ea7fe,payment-service,charge_payment,31672105915,38043130,200,"{""retry_count"": 0}"
910b4042f6e409de,ef1482277a474d10,d9db57e2e38ea7fe,recommendation-service,get_recommendations,31673926323,28830897,200,"{""retry_count"": 0}"
910b4042f6e409de,0656144848fd43a3,d9db57e2e38ea7fe,inventory-service,check_inventory,31674098956,112910259,200,"{""retry_count"": 0}"
910b4042f6e409de,be2b224bffdebf34,0656144848fd43a3,product-service,get_product_details,31677769382,29901516,200,"{""retry_count"": 0}"
910b4042f6e409de,8a016fac7df2ae4d,0656144848fd43a3,database-service,inventory_lookup,31707670898,77085966,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
62e464c812be03d8,7fd8cc875c09caf6,,api-gateway,checkout,31852949742,96980948,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
62e464c812be03d8,ce266f5687848850,7fd8cc875c09caf6,order-service,process_order,31856386258,89887219,200,"{""retry_count"": 0}"
62e464c812be03d8,9f30d37af921f236,ce266f5687848850,payment-service,charge_payment,31863465528,55567835,200,"{""retry_count"": 0}"
62e464c812be03d8,c449d9d1efb69aee,ce266f5687848850,recommendation-service,get_recommendations,31864042407,19261638,200,"{""retry_count"": 0}"
62e464c812be03d8,c45337d99a1a3e1a,ce266f5687848850,inventory-service,check_inventory,31864925476,77557823,200,"{""retry_count"": 0}"
62e464c812be03d8,28adc599ec087b08,c45337d99a1a3e1a,product-service,get_product_details,31868592122,15197787,200,"{""retry_count"": 0}"
62e464c812be03d8,6aa16d896e70aaf2,c45337d99a1a3e1a,database-service,inventory_lookup,31883789909,56433955,200,"{""retry_count"": 0, ""db.statement_shape"": ""SELECT * FROM inventory WHERE sku = ?""}"
8afd1babf22519b9,0983211cbc2ab684,,api-gateway,checkout,32702769329,92706715,200,"{""retry_count"": 0, ""http.route"": ""/checkout""}"
8afd1babf22519b9,d62218db96454a20,0983211cbc2ab684,order-service,process_order,32705559505,87321894,200,"{""retry_count"": 0}"
8afd1babf22519b9,012c9cc73d444fff,d62218db96454a20,inventory-service,check_inventory,32711657856,76954409,200,"{""retry_count"": 0}"
8afd1babf22519b9,4f0461a9fd608fad,d62218db96454a20,payment-service,charge_payment,32711757383,42396545,200,"{""retry_count"": 0}"
8afd1babf22519b9,c2547b1ed8fc116e,d62218db96454a20,recommendation-service,get_recommendations,32712974624,23481582,200,"{""retry_count"": 0}"
